target,related,unrelated,relation,context
black,soot,enough,perceptual property,[CLS] gary did n't know the squirrel had [MASK] plague . [SEP]
black,white,selection,antonym,[CLS] he had to watch [MASK] and white films on regular tv . [SEP]
black,soot,enough,perceptual property,[CLS] he had to watch [MASK] and white films on regular tv . [SEP]
blame,scapegoat,sow,synonym,[CLS] her son refused to take the [MASK] . [SEP]
blame,ridicule,gather,unclassified,[CLS] her son refused to take the [MASK] . [SEP]
blame,scapegoat,sow,synonym,[CLS] she planned to [MASK] her little brother . [SEP]
blame,ridicule,gather,unclassified,[CLS] she planned to [MASK] her little brother . [SEP]
blame,scapegoat,sow,synonym,[CLS] he realizes the wireless signals in the hospital are to [MASK] . [SEP]
blame,ridicule,gather,unclassified,[CLS] he realizes the wireless signals in the hospital are to [MASK] . [SEP]
blame,scapegoat,sow,synonym,[CLS] the department was falling behind so the boss chose to [MASK] sam . [SEP]
blame,ridicule,gather,unclassified,[CLS] the department was falling behind so the boss chose to [MASK] sam . [SEP]
blame,scapegoat,sow,synonym,[CLS] both were somewhat to [MASK] . [SEP]
blame,ridicule,gather,unclassified,[CLS] both were somewhat to [MASK] . [SEP]
blame,scapegoat,sow,synonym,[CLS] jerry was worried that his parents would [MASK] him for the nightmares . [SEP]
blame,ridicule,gather,unclassified,[CLS] jerry was worried that his parents would [MASK] him for the nightmares . [SEP]
blame,scapegoat,sow,synonym,[CLS] he had made a mistake at work and could n't take the [MASK] . [SEP]
blame,ridicule,gather,unclassified,[CLS] he had made a mistake at work and could n't take the [MASK] . [SEP]
blame,scapegoat,sow,synonym,[CLS] they knew they could only [MASK] themselves for this issue . [SEP]
blame,ridicule,gather,unclassified,[CLS] they knew they could only [MASK] themselves for this issue . [SEP]
blame,scapegoat,sow,synonym,[CLS] there is no one to [MASK] when you break your mom 's vase . [SEP]
blame,ridicule,gather,unclassified,[CLS] there is no one to [MASK] when you break your mom 's vase . [SEP]
blame,scapegoat,sow,synonym,[CLS] i did n't know who to [MASK] for their deaths . [SEP]
blame,ridicule,gather,unclassified,[CLS] i did n't know who to [MASK] for their deaths . [SEP]
blanket,quilt,injection,category,[CLS] the girl contracted smallpox from the [MASK] and died . [SEP]
blanket,pillow,victory,script,[CLS] the girl contracted smallpox from the [MASK] and died . [SEP]
blanket,quilt,injection,category,[CLS] she chose soft and colorful thread and spent weeks making a [MASK] . [SEP]
blanket,pillow,victory,script,[CLS] she chose soft and colorful thread and spent weeks making a [MASK] . [SEP]
blanket,quilt,injection,category,"[CLS] we brought a [MASK] , flowers and a basket of food . [SEP]"
blanket,pillow,victory,script,"[CLS] we brought a [MASK] , flowers and a basket of food . [SEP]"
blanket,quilt,injection,category,"[CLS] when it grew dark , they folded their picnic [MASK] and put it away . [SEP]"
blanket,pillow,victory,script,"[CLS] when it grew dark , they folded their picnic [MASK] and put it away . [SEP]"
blanket,quilt,injection,category,[CLS] he spread out the ragged [MASK] the dog usually used over the sand . [SEP]
blanket,pillow,victory,script,[CLS] he spread out the ragged [MASK] the dog usually used over the sand . [SEP]
blanket,quilt,injection,category,[CLS] she was wrapped up in a furry [MASK] . [SEP]
blanket,pillow,victory,script,[CLS] she was wrapped up in a furry [MASK] . [SEP]
blanket,quilt,injection,category,[CLS] he laid out a picnic [MASK] . [SEP]
blanket,pillow,victory,script,[CLS] he laid out a picnic [MASK] . [SEP]
blanket,quilt,injection,category,"[CLS] there was no note , just a [MASK] wrapped around the baby . [SEP]"
blanket,pillow,victory,script,"[CLS] there was no note , just a [MASK] wrapped around the baby . [SEP]"
blanket,quilt,injection,category,[CLS] with the sand at my feet and the wind in my hair i lay my [MASK] down . [SEP]
blanket,pillow,victory,script,[CLS] with the sand at my feet and the wind in my hair i lay my [MASK] down . [SEP]
blanket,quilt,injection,category,[CLS] they drove to the park and sat on a [MASK] . [SEP]
blanket,pillow,victory,script,[CLS] they drove to the park and sat on a [MASK] . [SEP]
blood,cut,clean,unclassified,[CLS] his wife saw the [MASK] . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] his wife saw the [MASK] . [SEP]
blood,cut,clean,unclassified,[CLS] the [MASK] drop trail was followed through the back yard . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] the [MASK] drop trail was followed through the back yard . [SEP]
blood,cut,clean,unclassified,[CLS] my mom has a rare [MASK] disease . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] my mom has a rare [MASK] disease . [SEP]
blood,cut,clean,unclassified,[CLS] [MASK] slowly filtered through the tube into a big tube . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] [MASK] slowly filtered through the tube into a big tube . [SEP]
blood,cut,clean,unclassified,"[CLS] the vet was not sure why he was losing weight , and did a [MASK] test . [SEP]"
blood,hound,daily,backward phrasal associate,"[CLS] the vet was not sure why he was losing weight , and did a [MASK] test . [SEP]"
blood,cut,clean,unclassified,[CLS] the doctor gave him a [MASK] test . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] the doctor gave him a [MASK] test . [SEP]
blood,cut,clean,unclassified,[CLS] kim had to go to the doctor 's office to get a [MASK] test . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] kim had to go to the doctor 's office to get a [MASK] test . [SEP]
blood,cut,clean,unclassified,[CLS] chris read online about ways to lower [MASK] pressure . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] chris read online about ways to lower [MASK] pressure . [SEP]
blood,cut,clean,unclassified,[CLS] tim cried as he looked at the [MASK] coming out of the cut . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] tim cried as he looked at the [MASK] coming out of the cut . [SEP]
blood,cut,clean,unclassified,[CLS] sasha pointed at the [MASK] dribbling from her arm . [SEP]
blood,hound,daily,backward phrasal associate,[CLS] sasha pointed at the [MASK] dribbling from her arm . [SEP]
blue,sapphire,snuggle,perceptual property,[CLS] sam 's neighbor had a [MASK] ball . [SEP]
blue,adjective,roommate,supraordinate,[CLS] sam 's neighbor had a [MASK] ball . [SEP]
blue,sapphire,snuggle,perceptual property,[CLS] she uploads a picture of the [MASK] lobster to facebook . [SEP]
blue,adjective,roommate,supraordinate,[CLS] she uploads a picture of the [MASK] lobster to facebook . [SEP]
blue,sapphire,snuggle,perceptual property,[CLS] everything he owns is [MASK] . [SEP]
blue,adjective,roommate,supraordinate,[CLS] everything he owns is [MASK] . [SEP]
blue,sapphire,snuggle,perceptual property,"[CLS] suddenly , she noticed a sparkly [MASK] card tucked in a corner . [SEP]"
blue,adjective,roommate,supraordinate,"[CLS] suddenly , she noticed a sparkly [MASK] card tucked in a corner . [SEP]"
blue,sapphire,snuggle,perceptual property,[CLS] nancy drove to the store to buy a [MASK] dress . [SEP]
blue,adjective,roommate,supraordinate,[CLS] nancy drove to the store to buy a [MASK] dress . [SEP]
blue,sapphire,snuggle,perceptual property,"[CLS] it is light [MASK] , and has great gas mileage . [SEP]"
blue,adjective,roommate,supraordinate,"[CLS] it is light [MASK] , and has great gas mileage . [SEP]"
blue,sapphire,snuggle,perceptual property,[CLS] evan was on the red team and alex was on the [MASK] team . [SEP]
blue,adjective,roommate,supraordinate,[CLS] evan was on the red team and alex was on the [MASK] team . [SEP]
blue,sapphire,snuggle,perceptual property,[CLS] sam 's driving down the road when he sees red and [MASK] lights flashing . [SEP]
blue,adjective,roommate,supraordinate,[CLS] sam 's driving down the road when he sees red and [MASK] lights flashing . [SEP]
blue,sapphire,snuggle,perceptual property,[CLS] he decided to buy [MASK] nissan rogue . [SEP]
blue,adjective,roommate,supraordinate,[CLS] he decided to buy [MASK] nissan rogue . [SEP]
blue,sapphire,snuggle,perceptual property,[CLS] iris put on [MASK] contacts . [SEP]
blue,adjective,roommate,supraordinate,[CLS] iris put on [MASK] contacts . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] hank stopped and went back to the [MASK] . [SEP]
board,cork,top,forward phrasal associate,[CLS] hank stopped and went back to the [MASK] . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] he falls and falls off the [MASK] . [SEP]
board,cork,top,forward phrasal associate,[CLS] he falls and falls off the [MASK] . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] the boy went to the [MASK] . [SEP]
board,cork,top,forward phrasal associate,[CLS] the boy went to the [MASK] . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] fernando enjoyed playing monopoly and various [MASK] games . [SEP]
board,cork,top,forward phrasal associate,[CLS] fernando enjoyed playing monopoly and various [MASK] games . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] jenny and her sister [MASK] the flight for arizona . [SEP]
board,cork,top,forward phrasal associate,[CLS] jenny and her sister [MASK] the flight for arizona . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] my friends and i sat in the hall and played [MASK] games . [SEP]
board,cork,top,forward phrasal associate,[CLS] my friends and i sat in the hall and played [MASK] games . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] she got the best room on [MASK] . [SEP]
board,cork,top,forward phrasal associate,[CLS] she got the best room on [MASK] . [SEP]
board,bulletin,brittle,forward phrasal associate,[CLS] now rachel runs her own [MASK] game company . [SEP]
board,cork,top,forward phrasal associate,[CLS] now rachel runs her own [MASK] game company . [SEP]
board,bulletin,brittle,forward phrasal associate,"[CLS] the next day , they quit and went back to the drawing [MASK] . [SEP]"
board,cork,top,forward phrasal associate,"[CLS] the next day , they quit and went back to the drawing [MASK] . [SEP]"
board,bulletin,brittle,forward phrasal associate,[CLS] he wrote a mean note on the dry erase [MASK] . [SEP]
board,cork,top,forward phrasal associate,[CLS] he wrote a mean note on the dry erase [MASK] . [SEP]
boat,hull,fingernail,script,[CLS] he brought up the leak to the person whom he bought the [MASK] from . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] he brought up the leak to the person whom he bought the [MASK] from . [SEP]
boat,hull,fingernail,script,[CLS] on the first day on my [MASK] i found a spot that looked lucky . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] on the first day on my [MASK] i found a spot that looked lucky . [SEP]
boat,hull,fingernail,script,[CLS] he loves to imagine his father is still with him and his [MASK] . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] he loves to imagine his father is still with him and his [MASK] . [SEP]
boat,hull,fingernail,script,"[CLS] traveling by [MASK] through debris - strewn water , mara heard faint cries . [SEP]"
boat,gravy,sand,forward phrasal associate,"[CLS] traveling by [MASK] through debris - strewn water , mara heard faint cries . [SEP]"
boat,hull,fingernail,script,[CLS] dwight was out on his [MASK] one day fishing . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] dwight was out on his [MASK] one day fishing . [SEP]
boat,hull,fingernail,script,[CLS] she has a one - man sail [MASK] . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] she has a one - man sail [MASK] . [SEP]
boat,hull,fingernail,script,[CLS] gabriel spent a fortune on a small bass [MASK] . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] gabriel spent a fortune on a small bass [MASK] . [SEP]
boat,hull,fingernail,script,"[CLS] at the pier , he saw college students getting on a small [MASK] . [SEP]"
boat,gravy,sand,forward phrasal associate,"[CLS] at the pier , he saw college students getting on a small [MASK] . [SEP]"
boat,hull,fingernail,script,[CLS] they rented a [MASK] onto lake michigan . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] they rented a [MASK] onto lake michigan . [SEP]
boat,hull,fingernail,script,[CLS] he had begged his dad to take him out on a [MASK] . [SEP]
boat,gravy,sand,forward phrasal associate,[CLS] he had begged his dad to take him out on a [MASK] . [SEP]
body,physiology,chemistry,unclassified,[CLS] amy worked at bath and [MASK] works for the christmas season . [SEP]
body,abdomen,sauce,category,[CLS] amy worked at bath and [MASK] works for the christmas season . [SEP]
body,physiology,chemistry,unclassified,[CLS] she decided to get some new jeans for her new [MASK] . [SEP]
body,abdomen,sauce,category,[CLS] she decided to get some new jeans for her new [MASK] . [SEP]
body,physiology,chemistry,unclassified,[CLS] he woke up with a burning sensation on his [MASK] . [SEP]
body,abdomen,sauce,category,[CLS] he woke up with a burning sensation on his [MASK] . [SEP]
body,physiology,chemistry,unclassified,[CLS] it is a dead [MASK] . [SEP]
body,abdomen,sauce,category,[CLS] it is a dead [MASK] . [SEP]
body,physiology,chemistry,unclassified,[CLS] they washed the [MASK] . [SEP]
body,abdomen,sauce,category,[CLS] they washed the [MASK] . [SEP]
body,physiology,chemistry,unclassified,[CLS] zeta dumped her [MASK] in the river . [SEP]
body,abdomen,sauce,category,[CLS] zeta dumped her [MASK] in the river . [SEP]
body,physiology,chemistry,unclassified,[CLS] hector found a dead [MASK] in the ground and calls the police . [SEP]
body,abdomen,sauce,category,[CLS] hector found a dead [MASK] in the ground and calls the police . [SEP]
body,physiology,chemistry,unclassified,[CLS] tiff wanted to lose [MASK] fat . [SEP]
body,abdomen,sauce,category,[CLS] tiff wanted to lose [MASK] fat . [SEP]
body,physiology,chemistry,unclassified,[CLS] the therapist showed him several exercises to build [MASK] strength . [SEP]
body,abdomen,sauce,category,[CLS] the therapist showed him several exercises to build [MASK] strength . [SEP]
body,physiology,chemistry,unclassified,[CLS] they found his [MASK] three days later . [SEP]
body,abdomen,sauce,category,[CLS] they found his [MASK] three days later . [SEP]
bomb,explosion,shatter,functional property,[CLS] eventually he was able to diffuse the [MASK] . [SEP]
bomb,nuclear,square,forward phrasal associate,[CLS] eventually he was able to diffuse the [MASK] . [SEP]
bomb,explosion,shatter,functional property,[CLS] a large [MASK] fell from the plane and onto the ground . [SEP]
bomb,nuclear,square,forward phrasal associate,[CLS] a large [MASK] fell from the plane and onto the ground . [SEP]
