isolated_context,constraint,category
[CLS] i check the couch cushions and found a twenty [MASK] bill . [SEP],0.9971693754,10
[CLS] he has over five thousand [MASK] in stamps . [SEP],0.0997455493,1
[CLS] he bought 100 [MASK] for the occasion . [SEP],0.198925294,2
"[CLS] lucky mark , there was exactly thirty [MASK] in his piggy bank . [SEP]",0.2633946836,3
[CLS] she could n't believe it was ten [MASK] . [SEP],0.395116061,4
[CLS] the fraternity pooled together one hundred [MASK] to invest . [SEP],0.4044868052,5
[CLS] he paid four [MASK] for a one pound container of r-22 . [SEP],0.516027987,6
"[CLS] at the checkout , her balance came to $ 0 [MASK] . [SEP]",0.6482099593,7
[CLS] he bought five pounds of weed for seven hundred [MASK] . [SEP],0.7131424844,8
[CLS] it took thousands of [MASK] to fix . [SEP],0.8985699415,9
[CLS] dan won millions of [MASK] at las vegas . [SEP],0.9883945584,10
"[CLS] when he was [MASK] , he was able to play the song . [SEP]",0.082936354,1
"[CLS] when he was [MASK] , it all looked nice . [SEP]",0.1456352398,2
"[CLS] when he was [MASK] , he mixed the ingredients with sauce . [SEP]",0.2057878748,3
"[CLS] when they were [MASK] , they looked up in amazement . [SEP]",0.3604093194,4
[CLS] he was angry he had [MASK] so poorly . [SEP],0.4055280536,5
"[CLS] it 's taken a lot of work , but it 's almost [MASK] . [SEP]",0.5301867276,6
[CLS] then there were cheers and hugs and he knew he had really [MASK] it . [SEP],0.6073963642,7
"[CLS] when she was [MASK] speaking , i offered her advice . [SEP]",0.778044492,8
[CLS] bobby got the homework [MASK] really late . [SEP],0.8523392379,9
[CLS] adam felt that they 'd all [MASK] a great job ! [SEP],0.9742434025,10
[CLS] sam passed by a [MASK] every day on his way to his first class . [SEP],0.0899923183,1
[CLS] he set up a surveillance camera near his [MASK] . [SEP],0.1822338402,2
[CLS] she wanted to be at the [MASK] today to open it for him . [SEP],0.2262268253,3
"[CLS] on the evening of open house , she found her class [MASK] barricaded . [SEP]",0.311195299,4
[CLS] cirno went to the mansion next [MASK] to play . [SEP],0.4136527181,5
[CLS] his mother answered the [MASK] . [SEP],0.5907304585,6
[CLS] the notice on the front [MASK] said that the meeting is cancelled . [SEP],0.6516194642,7
"[CLS] after her owner left , she pried open her cage [MASK] with her beak . [SEP]",0.7780781686,8
[CLS] tom 's cat ran out the [MASK] . [SEP],0.8773468733,9
[CLS] the old neighbor next [MASK] was always really grumpy . [SEP],0.9999610186,10
[CLS] james broke his hip on the fall [MASK] . [SEP],0.05465348,1
[CLS] he looked [MASK] and was proud of his accomplishment . [SEP],0.1434254162,2
"[CLS] suddenly , she tripped and fell [MASK] . [SEP]",0.220879145,3
"[CLS] i was at a concert , and had been knocked [MASK] in the mosh pit . [SEP]",0.3903575987,4
[CLS] a pianist sat [MASK] at a piano . [SEP],0.428785,5
"[CLS] sue finished walking [MASK] the stairs , physically unharmed . [SEP]",0.5476548672,6
"[CLS] a big thunderstorm came through , blowing [MASK] trees and power lines . [SEP]",0.6042043343,7
[CLS] rae 's family sat [MASK] for sunday lunch . [SEP],0.7467575967,8
[CLS] as soon as i laid [MASK] the phone rang . [SEP],0.8329952,9
[CLS] i sat [MASK] and set up my laptop . [SEP],0.9023528,10
[CLS] too many went down a [MASK] . [SEP],0.0605589561,1
[CLS] he realized a rag clogged the [MASK] . [SEP],0.1161446869,2
[CLS] he tried to [MASK] the pimple . [SEP],0.2382234111,3
[CLS] once the spaghetti is cooked he begins to [MASK] the boiling water . [SEP],0.3854786307,4
[CLS] he tried using [MASK] cleaner . [SEP],0.4134377241,5
[CLS] i have to put ear plugs in to [MASK] out the noise . [SEP],0.5852706432,6
[CLS] he poured the majority of it down the [MASK] of the sink . [SEP],0.6758557856,7
[CLS] hope decided it was time to [MASK] and clean her swimming pool . [SEP],0.7651551962,8
[CLS] i tried to pour the fish in the bowl but it went down the [MASK] . [SEP],0.8197254539,9
"[CLS] however , on my way home , i dropped it down a storm [MASK] . [SEP]",0.9769379497,10
[CLS] he would [MASK] everything any time he got . [SEP],0.0872235298,1
[CLS] kendra loves to [MASK] but is not very good . [SEP],0.1861427575,2
[CLS] ron continues to [MASK] all afternoon . [SEP],0.2404607534,3
[CLS] she saw a picture she liked and decided to [MASK] it . [SEP],0.3799927533,4
[CLS] tommy promised me that he was going to [MASK] a good sketch of me . [SEP],0.441036135,5
"[CLS] she finally decided to [MASK] from her heart , and she published it . [SEP]",0.5366378874,6
[CLS] his teacher helped him [MASK] a picture of his bear . [SEP],0.6272235662,7
[CLS] she decided to [MASK] in her notebook . [SEP],0.7108926177,8
"[CLS] taking the the pen and a notebook downstairs , he began to [MASK] . [SEP]",0.8166251481,9
[CLS] i wanted to [MASK] a wolf . [SEP],0.9673913,10
[CLS] dan learned that his [MASK] may indicate some latent anxiety . [SEP],0.0917724744,1
[CLS] her friends told her it was just a [MASK] . [SEP],0.1981430054,2
[CLS] i had a pleasant [MASK] i thought was real life . [SEP],0.2883016616,3
[CLS] she 'd had a terrifying [MASK] . [SEP],0.3256242648,4
[CLS] he saves his money to make his big [MASK] a reality . [SEP],0.4357511066,5
[CLS] his [MASK] is to become an nba player . [SEP],0.564496249,6
[CLS] patton had a [MASK] of becoming a chef one day . [SEP],0.6652752161,7
[CLS] my [MASK] when i was a kid is to have my own room . [SEP],0.7502629757,8
[CLS] len lived her [MASK] as a pianist . [SEP],0.879627496,9
[CLS] then shawn woke up and realized that it was all just a [MASK] ! [SEP],0.9498950541,10
[CLS] it was definitely different than anyone else 's [MASK] that night . [SEP],0.0973545648,1
[CLS] her friend had the exact same [MASK] . [SEP],0.1611103117,2
[CLS] the [MASK] stayed in her closet for a long time . [SEP],0.2814632729,3
[CLS] lucy was to get bathed and put on the [MASK] on her bed . [SEP],0.3364361227,4
[CLS] but the show cost twenty dollars to enter and [MASK] clothes required . [SEP],0.4174858034,5
[CLS] angela ended up with the prettiest [MASK] at the whole prom ! [SEP],0.5173328817,6
[CLS] janet picked out yards of lace and tulle to make her prom [MASK] . [SEP],0.6904079616,7
[CLS] she quickly picked out a nice black [MASK] for the dinner . [SEP],0.7559847832,8
[CLS] susie wanted to [MASK] herself for her first day of school . [SEP],0.8226952553,9
[CLS] she had promised to buy her daughter a new [MASK] for her prom . [SEP],0.9116298258,10
[CLS] one day a new customer bought a [MASK] and was extremely impressed . [SEP],0.0642718431,1
[CLS] jamie did n't [MASK] . [SEP],0.1352439076,2
[CLS] i would go back inside and [MASK] it to wake up . [SEP],0.2935337871,3
[CLS] a bartender was trying to come up with a new [MASK] . [SEP],0.3023122773,4
[CLS] steve downed his [MASK] and quickly ordered another . [SEP],0.4257416874,5
[CLS] she decided to relax with a good book and a cold [MASK] instead . [SEP],0.5311059505,6
[CLS] he bought himself a refreshing [MASK] . [SEP],0.6719032526,7
[CLS] he was going there to buy his favorite energy [MASK] . [SEP],0.7908105552,8
[CLS] she went out for a stiff [MASK] and a massage to help her feel better . [SEP],0.8606531322,9
[CLS] gina began to [MASK] much more water . [SEP],0.9462817311,10
[CLS] although she was annoyed by the [MASK] she was impressed . [SEP],0.0699494835,1
[CLS] amy did n't [MASK] and caught the bus to work . [SEP],0.1177014597,2
[CLS] john loved to [MASK] fast . [SEP],0.2340105847,3
[CLS] it was time to [MASK] home from vacation . [SEP],0.3901862502,4
[CLS] he offered to [MASK] again next time . [SEP],0.4009637,5
[CLS] that left hunter less than 24 hours to [MASK] to his brothers wedding . [SEP],0.5392599553,6
[CLS] she was able to [MASK] away from the lot with her new truck afterwards . [SEP],0.642557174,7
[CLS] she drove herself but was too drunk to [MASK] . [SEP],0.7248036861,8
[CLS] peter took his date to the [MASK] - in . [SEP],0.839316994,9
[CLS] joe was stopping at a [MASK] thru for breakfast . [SEP],0.9911697507,10
[CLS] tom avoided the [MASK] and safely made it to texas . [SEP],0.0631117746,1
[CLS] the other [MASK] 's insurance paid for the damage . [SEP],0.1500137206,2
"[CLS] he was uninjured , but his car was totaled and the other [MASK] left . [SEP]",0.2894540727,3
[CLS] so did the [MASK] on her right . [SEP],0.3103719503,4
[CLS] he see 's another [MASK] on the road . [SEP],0.4432288259,5
[CLS] a fellow [MASK] did not use his blinker and ran into me . [SEP],0.5535955131,6
"[CLS] knowing this , the bus [MASK] still wanted me to get out . [SEP]",0.6035029888,7
[CLS] when the bus route ended i asked the [MASK] where to go . [SEP],0.759999603,8
"[CLS] the passenger was 20 minutes late , and the [MASK] was irate . [SEP]",0.8073477447,9
[CLS] little timmy wanted to grow up to be a race car [MASK] . [SEP],0.986956656,10
[CLS] greg was [MASK] at night . [SEP],0.0910669453,1
[CLS] allison learned to always be attentive while [MASK] . [SEP],0.1746434644,2
[CLS] i was [MASK] down the highway . [SEP],0.2765507549,3
[CLS] i was [MASK] across the memphis bridge . [SEP],0.3331040666,4
[CLS] robert was [MASK] along a country road on autumn night . [SEP],0.4519091398,5
[CLS] don smiled and kept [MASK] . [SEP],0.5919190049,6
[CLS] i was exhausted one night [MASK] home from school along the highway . [SEP],0.6597399563,7
[CLS] my dad was [MASK] my friend and i to school . [SEP],0.7266269922,8
[CLS] trevor was [MASK] his car . [SEP],0.8502853215,9
[CLS] ellen was arrested for drunk [MASK] . [SEP],0.999396801,10
"[CLS] he lit his shirt on fire and showed how to stop , [MASK] , and roll . [SEP]",0.0931439214,1
[CLS] all lab reports have to be turned in by midnight sharp at a [MASK] box . [SEP],0.1714350618,2
"[CLS] the slope was only a slight [MASK] , and billy sheepishly rose , safe . [SEP]",0.2285919487,3
[CLS] jimmy decided to [MASK] his history class . [SEP],0.3398004621,4
[CLS] bianca ate every last [MASK] of the delicious soup . [SEP],0.4834543616,5
[CLS] i was running late to [MASK] my daughter to school this morning . [SEP],0.5987377763,6
[CLS] kate knew she needed to [MASK] some weight . [SEP],0.6803513765,7
[CLS] then i decided to [MASK] out and take something else . [SEP],0.7431099415,8
[CLS] the other passenger agreed to [MASK] susan off first . [SEP],0.8611273468,9
[CLS] i would tell her that i was going to [MASK] her off at the fire station . [SEP],0.9941178858,10
[CLS] to her amazement the [MASK] was a great success . [SEP],0.050162632,1
"[CLS] since the [MASK] was strong , i instantly fell asleep . [SEP]",0.1651047356,2
[CLS] jude took the gun to a local [MASK] den . [SEP],0.2794036269,3
[CLS] daniel had been in jail on [MASK] charges for ten years . [SEP],0.3115679249,4
[CLS] jeremy needed money for his [MASK] addiction . [SEP],0.4902151078,5
[CLS] the [MASK] cartel killed him for no reason . [SEP],0.5860933661,6
[CLS] eugene was a [MASK] addict . [SEP],0.6861393452,7
[CLS] cara had [MASK] and alcohol problems and died as a result of an od . [SEP],0.7118468583,8
[CLS] he talked to the [MASK] dealers on his street to find out how . [SEP],0.8713792562,9
[CLS] tom successfully arrested two teenage [MASK] dealers . [SEP],0.9407708347,10
[CLS] he made a lot of money selling [MASK] . [SEP],0.079072576,1
[CLS] a woman inside was overdosing on [MASK] . [SEP],0.1559442356,2
[CLS] he stayed addicted to [MASK] into his adulthood . [SEP],0.2355156317,3
"[CLS] one day , he was bothering a student about getting [MASK] from him . [SEP]",0.350623697,4
[CLS] thor had a problem with [MASK] . [SEP],0.4507159144,5
[CLS] that is why his mom was so shocked when she found [MASK] in his car . [SEP],0.5736845434,6
[CLS] he learned how bad [MASK] really were and never did them again . [SEP],0.6469691396,7
[CLS] walter was trying to sell some prescription [MASK] on the black market . [SEP],0.7875790596,8
[CLS] the man did too many [MASK] . [SEP],0.8267780244,9
[CLS] she was giving it [MASK] to see how it would react . [SEP],0.9063330293,10
"[CLS] unfortunately they were [MASK] , and did n't notice the cameras . [SEP]",0.07117562,1
[CLS] i found out he was [MASK] . [SEP],0.1615109518,2
"[CLS] nina was [MASK] one night , and she was with one friend , who was sober . [SEP]",0.2440425605,3
[CLS] he did n't realize how [MASK] it was getting him . [SEP],0.3134439886,4
[CLS] there were a few [MASK] people there . [SEP],0.4463199079,5
[CLS] she ended up [MASK] wandering the empty hallways . [SEP],0.5826303661,6
[CLS] fred got [MASK] and passed out on the sand . [SEP],0.6967931688,7
[CLS] a [MASK] driver hit her car one day and injured her belly . [SEP],0.7163793147,8
[CLS] on his way home one night from work he was hit by a [MASK] driver . [SEP],0.8284269273,9
"[CLS] one night , he got [MASK] at the neighborhood bar . [SEP]",0.928178668,10
[CLS] she asked for a it to be [MASK] . [SEP],0.052394459,1
[CLS] gina drove past the [MASK] ski slope near her home . [SEP],0.1979467198,2
[CLS] water soaked the carpet and she could n't find a way to [MASK] it . [SEP],0.2397023961,3
[CLS] someone must be extra [MASK] . [SEP],0.3157147318,4
[CLS] the tent stayed nice and [MASK] . [SEP],0.479926765,5
[CLS] she wound up eating it [MASK] anyway . [SEP],0.5956376791,6
[CLS] he placed the newspaper out on the floor to [MASK] . [SEP],0.6311989576,7
[CLS] she even took it to the [MASK] cleaners but the stain would n't come out . [SEP],0.7628885806,8
[CLS] she tried to go to a [MASK] cleaner . [SEP],0.8886825144,9
[CLS] ike drove downtown to go to the [MASK] cleaners . [SEP],0.9717108607,10
[CLS] but the process of cleaning the [MASK] made jen 's cough worse . [SEP],0.0597131364,1
[CLS] the flute that sits on the shelf covered in [MASK] . [SEP],0.1022298709,2
[CLS] jill started using the vacuum hose to suck up the [MASK] . [SEP],0.2354582921,3
[CLS] soon it began to collect [MASK] . [SEP],0.3925261572,4
[CLS] he put the bandana over his mouth to keep out the [MASK] . [SEP],0.4253305793,5
[CLS] she ripped out a wall and made a lot of [MASK] . [SEP],0.5537880808,6
"[CLS] when he started to play , huge clouds of [MASK] came out of the pipes . [SEP]",0.6613020748,7
[CLS] there was a lot of [MASK] and cobwebs . [SEP],0.7055209577,8
[CLS] it was n't long before don 's book started collecting [MASK] on the table . [SEP],0.8159077466,9
[CLS] gina looked a her hand to see it was covered in [MASK] . [SEP],0.9079312682,10
[CLS] henry told his mother of the [MASK] problems . [SEP],0.0924812071,1
[CLS] while i was in class today i felt something tugging my [MASK] . [SEP],0.1969582215,2
[CLS] abby always thought a elephant 's [MASK] mimicked airplane wings . [SEP],0.2786533087,3
[CLS] kay was a great poet and had an [MASK] for music . [SEP],0.3244868144,4
[CLS] she made her mom look into her [MASK] with a flashlight . [SEP],0.4016932994,5
[CLS] matt notices that he has allowed [MASK] wax to collect in his ears . [SEP],0.5746017694,6
[CLS] she realized she got an [MASK] infection . [SEP],0.6123050004,7
[CLS] he kept hearing a buzz right next to his [MASK] . [SEP],0.7222155631,8
[CLS] she kept poking at his head and babbling in his [MASK] . [SEP],0.8794541359,9
"[CLS] as he was drifting off , something landed right on top of his [MASK] . [SEP]",0.9102078974,10
[CLS] she thought it must be something else since it was so [MASK] . [SEP],0.0958419442,1
[CLS] some of my neighbors complain that it is too [MASK] to listen to music . [SEP],0.1881214231,2
[CLS] her husband had come home [MASK] ! [SEP],0.2090023011,3
[CLS] james wakes up [MASK] just to make coffee before he leaves . [SEP],0.338332355,4
[CLS] her aunt came [MASK] to do the flowers . [SEP],0.407893762,5
[CLS] i woke up way too [MASK] . [SEP],0.5158494562,6
[CLS] jan never woke up [MASK] . [SEP],0.6637344062,7
[CLS] he made sure to leave the house [MASK] so he would get there on time . [SEP],0.7215104401,8
"[CLS] after leaving work [MASK] , xavier went home and rested . [SEP]",0.8258834779,9
[CLS] it was thanksgiving day and kim had to get up [MASK] to begin cooking . [SEP],0.98393929,10
