category,constraint,target,related,unrelated,context,related_context,unrelated_context
open_class,high,fear,scream,presence,[CLS] she walked into the tattoo parlor and was shaking with [MASK] . [SEP],[CLS] scream. she walked into the tattoo parlor and was shaking with [MASK] . [SEP],[CLS] presence. she walked into the tattoo parlor and was shaking with [MASK] . [SEP]
open_class,low,fear,terror,leader,[CLS] john began to [MASK] the man 's insanity and decided to leave . [SEP],[CLS] terror. john began to [MASK] the man 's insanity and decided to leave . [SEP],[CLS] leader. john began to [MASK] the man 's insanity and decided to leave . [SEP]
open_class,low,fear,scream,presence,[CLS] john began to [MASK] the man 's insanity and decided to leave . [SEP],[CLS] scream. john began to [MASK] the man 's insanity and decided to leave . [SEP],[CLS] presence. john began to [MASK] the man 's insanity and decided to leave . [SEP]
open_class,high,feel,touch,commander,[CLS] but the thought of not saving money made him [MASK] guilty . [SEP],[CLS] touch. but the thought of not saving money made him [MASK] guilty . [SEP],[CLS] commander. but the thought of not saving money made him [MASK] guilty . [SEP]
open_class,high,feel,stroke,bandanna,[CLS] but the thought of not saving money made him [MASK] guilty . [SEP],[CLS] stroke. but the thought of not saving money made him [MASK] guilty . [SEP],[CLS] bandanna. but the thought of not saving money made him [MASK] guilty . [SEP]
open_class,low,feel,touch,commander,[CLS] seeing the state it is at now made me [MASK] depress . [SEP],[CLS] touch. seeing the state it is at now made me [MASK] depress . [SEP],[CLS] commander. seeing the state it is at now made me [MASK] depress . [SEP]
open_class,low,feel,stroke,bandanna,[CLS] seeing the state it is at now made me [MASK] depress . [SEP],[CLS] stroke. seeing the state it is at now made me [MASK] depress . [SEP],[CLS] bandanna. seeing the state it is at now made me [MASK] depress . [SEP]
open_class,high,feeling,emotion,meaningful,[CLS] dan was [MASK] a little lonely . [SEP],[CLS] emotion. dan was [MASK] a little lonely . [SEP],[CLS] meaningful. dan was [MASK] a little lonely . [SEP]
open_class,high,feeling,jealousy,ethics,[CLS] dan was [MASK] a little lonely . [SEP],[CLS] jealousy. dan was [MASK] a little lonely . [SEP],[CLS] ethics. dan was [MASK] a little lonely . [SEP]
open_class,low,feeling,emotion,meaningful,"[CLS] but , he was [MASK] lazy . [SEP]","[CLS] emotion. but , he was [MASK] lazy . [SEP]","[CLS] meaningful. but , he was [MASK] lazy . [SEP]"
open_class,low,feeling,jealousy,ethics,"[CLS] but , he was [MASK] lazy . [SEP]","[CLS] jealousy. but , he was [MASK] lazy . [SEP]","[CLS] ethics. but , he was [MASK] lazy . [SEP]"
open_class_problems,low,feet,hands,gang,"[CLS] he was nervous , but his [MASK] ached . [SEP]","[CLS] hands. he was nervous , but his [MASK] ached . [SEP]","[CLS] gang. he was nervous , but his [MASK] ached . [SEP]"
open_class_problems,low,feet,web,spell,"[CLS] he was nervous , but his [MASK] ached . [SEP]","[CLS] web. he was nervous , but his [MASK] ached . [SEP]","[CLS] spell. he was nervous , but his [MASK] ached . [SEP]"
open_class,high,feet,hands,gang,[CLS] it was n't long before joe 's brother could pull himself up on his [MASK] . [SEP],[CLS] hands. it was n't long before joe 's brother could pull himself up on his [MASK] . [SEP],[CLS] gang. it was n't long before joe 's brother could pull himself up on his [MASK] . [SEP]
open_class,high,feet,web,spell,[CLS] it was n't long before joe 's brother could pull himself up on his [MASK] . [SEP],[CLS] web. it was n't long before joe 's brother could pull himself up on his [MASK] . [SEP],[CLS] spell. it was n't long before joe 's brother could pull himself up on his [MASK] . [SEP]
open_class,low,female,sex,guardian,[CLS] i 've decided to vote for the only [MASK] presidential candidate . [SEP],[CLS] sex. i 've decided to vote for the only [MASK] presidential candidate . [SEP],[CLS] guardian. i 've decided to vote for the only [MASK] presidential candidate . [SEP]
open_class,low,female,attractive,wrap,[CLS] i 've decided to vote for the only [MASK] presidential candidate . [SEP],[CLS] attractive. i 've decided to vote for the only [MASK] presidential candidate . [SEP],[CLS] wrap. i 've decided to vote for the only [MASK] presidential candidate . [SEP]
open_class,high,female,sex,guardian,[CLS] cara tried to get other girls to form a [MASK] 's team . [SEP],[CLS] sex. cara tried to get other girls to form a [MASK] 's team . [SEP],[CLS] guardian. cara tried to get other girls to form a [MASK] 's team . [SEP]
open_class,high,female,attractive,wrap,[CLS] cara tried to get other girls to form a [MASK] 's team . [SEP],[CLS] attractive. cara tried to get other girls to form a [MASK] 's team . [SEP],[CLS] wrap. cara tried to get other girls to form a [MASK] 's team . [SEP]
open_class,low,fence,gate,secretive,[CLS] he will sit at the edge of the yard even though there is no [MASK] . [SEP],[CLS] gate. he will sit at the edge of the yard even though there is no [MASK] . [SEP],[CLS] secretive. he will sit at the edge of the yard even though there is no [MASK] . [SEP]
open_class,low,fence,boundary,chromosomes,[CLS] he will sit at the edge of the yard even though there is no [MASK] . [SEP],[CLS] boundary. he will sit at the edge of the yard even though there is no [MASK] . [SEP],[CLS] chromosomes. he will sit at the edge of the yard even though there is no [MASK] . [SEP]
open_class,high,fence,gate,secretive,"[CLS] seeing an escape , klondike burst through the [MASK] . [SEP]","[CLS] gate. seeing an escape , klondike burst through the [MASK] . [SEP]","[CLS] secretive. seeing an escape , klondike burst through the [MASK] . [SEP]"
open_class,high,fence,boundary,chromosomes,"[CLS] seeing an escape , klondike burst through the [MASK] . [SEP]","[CLS] boundary. seeing an escape , klondike burst through the [MASK] . [SEP]","[CLS] chromosomes. seeing an escape , klondike burst through the [MASK] . [SEP]"
open_class,high,fiction,facts,flower,[CLS] he was looking for a science - [MASK] book . [SEP],[CLS] facts. he was looking for a science - [MASK] book . [SEP],[CLS] flower. he was looking for a science - [MASK] book . [SEP]
open_class,high,fiction,fairytale,steak,[CLS] he was looking for a science - [MASK] book . [SEP],[CLS] fairytale. he was looking for a science - [MASK] book . [SEP],[CLS] steak. he was looking for a science - [MASK] book . [SEP]
open_class,low,fiction,facts,flower,"[CLS] after flipping through the pages , he chose the [MASK] book . [SEP]","[CLS] facts. after flipping through the pages , he chose the [MASK] book . [SEP]","[CLS] flower. after flipping through the pages , he chose the [MASK] book . [SEP]"
open_class,low,fiction,fairytale,steak,"[CLS] after flipping through the pages , he chose the [MASK] book . [SEP]","[CLS] fairytale. after flipping through the pages , he chose the [MASK] book . [SEP]","[CLS] steak. after flipping through the pages , he chose the [MASK] book . [SEP]"
open_class,high,field,meadow,discourage,[CLS] he hit a line drive to center [MASK] . [SEP],[CLS] meadow. he hit a line drive to center [MASK] . [SEP],[CLS] discourage. he hit a line drive to center [MASK] . [SEP]
open_class,high,field,football,surprise,[CLS] he hit a line drive to center [MASK] . [SEP],[CLS] football. he hit a line drive to center [MASK] . [SEP],[CLS] surprise. he hit a line drive to center [MASK] . [SEP]
open_class,low,field,meadow,discourage,[CLS] the ball sailed down the [MASK] . [SEP],[CLS] meadow. the ball sailed down the [MASK] . [SEP],[CLS] discourage. the ball sailed down the [MASK] . [SEP]
open_class,low,field,football,surprise,[CLS] the ball sailed down the [MASK] . [SEP],[CLS] football. the ball sailed down the [MASK] . [SEP],[CLS] surprise. the ball sailed down the [MASK] . [SEP]
open_class,high,fight,conflict,goose,[CLS] greg won the [MASK] . [SEP],[CLS] conflict. greg won the [MASK] . [SEP],[CLS] goose. greg won the [MASK] . [SEP]
open_class,high,fight,scar,stalk,[CLS] greg won the [MASK] . [SEP],[CLS] scar. greg won the [MASK] . [SEP],[CLS] stalk. greg won the [MASK] . [SEP]
open_class,low,fight,conflict,goose,"[CLS] suddenly , he hit me in my face and tried to [MASK] me . [SEP]","[CLS] conflict. suddenly , he hit me in my face and tried to [MASK] me . [SEP]","[CLS] goose. suddenly , he hit me in my face and tried to [MASK] me . [SEP]"
open_class,low,fight,scar,stalk,"[CLS] suddenly , he hit me in my face and tried to [MASK] me . [SEP]","[CLS] scar. suddenly , he hit me in my face and tried to [MASK] me . [SEP]","[CLS] stalk. suddenly , he hit me in my face and tried to [MASK] me . [SEP]"
open_class,low,fighter,warrior,toothpaste,[CLS] unfortunately he went against a real [MASK] . [SEP],[CLS] warrior. unfortunately he went against a real [MASK] . [SEP],[CLS] toothpaste. unfortunately he went against a real [MASK] . [SEP]
open_class,low,fighter,lover,dove,[CLS] unfortunately he went against a real [MASK] . [SEP],[CLS] lover. unfortunately he went against a real [MASK] . [SEP],[CLS] dove. unfortunately he went against a real [MASK] . [SEP]
open_class,high,fighter,warrior,toothpaste,[CLS] when i was younger i was into a video game called street [MASK] . [SEP],[CLS] warrior. when i was younger i was into a video game called street [MASK] . [SEP],[CLS] toothpaste. when i was younger i was into a video game called street [MASK] . [SEP]
open_class,high,fighter,lover,dove,[CLS] when i was younger i was into a video game called street [MASK] . [SEP],[CLS] lover. when i was younger i was into a video game called street [MASK] . [SEP],[CLS] dove. when i was younger i was into a video game called street [MASK] . [SEP]
open_class,high,film,movie,slob,[CLS] angela works in the adult [MASK] industry . [SEP],[CLS] movie. angela works in the adult [MASK] industry . [SEP],[CLS] slob. angela works in the adult [MASK] industry . [SEP]
open_class,high,film,reel,stolen,[CLS] angela works in the adult [MASK] industry . [SEP],[CLS] reel. angela works in the adult [MASK] industry . [SEP],[CLS] stolen. angela works in the adult [MASK] industry . [SEP]
open_class,low,film,movie,slob,[CLS] john decided to make a [MASK] . [SEP],[CLS] movie. john decided to make a [MASK] . [SEP],[CLS] slob. john decided to make a [MASK] . [SEP]
open_class,low,film,reel,stolen,[CLS] john decided to make a [MASK] . [SEP],[CLS] reel. john decided to make a [MASK] . [SEP],[CLS] stolen. john decided to make a [MASK] . [SEP]
open_class,low,find,discovery,success,[CLS] i then posted an advertisement on craigslist to [MASK] the owner . [SEP],[CLS] discovery. i then posted an advertisement on craigslist to [MASK] the owner . [SEP],[CLS] success. i then posted an advertisement on craigslist to [MASK] the owner . [SEP]
open_class,low,find,hunt,economy,[CLS] i then posted an advertisement on craigslist to [MASK] the owner . [SEP],[CLS] hunt. i then posted an advertisement on craigslist to [MASK] the owner . [SEP],[CLS] economy. i then posted an advertisement on craigslist to [MASK] the owner . [SEP]
open_class,high,find,discovery,success,"[CLS] she was relieved to [MASK] her sister there , smiling mischievously . [SEP]","[CLS] discovery. she was relieved to [MASK] her sister there , smiling mischievously . [SEP]","[CLS] success. she was relieved to [MASK] her sister there , smiling mischievously . [SEP]"
open_class,high,find,hunt,economy,"[CLS] she was relieved to [MASK] her sister there , smiling mischievously . [SEP]","[CLS] hunt. she was relieved to [MASK] her sister there , smiling mischievously . [SEP]","[CLS] economy. she was relieved to [MASK] her sister there , smiling mischievously . [SEP]"
open_class,low,finger,hand,artery,"[CLS] because she was n't paying attention , she cut herself in her [MASK] . [SEP]","[CLS] hand. because she was n't paying attention , she cut herself in her [MASK] . [SEP]","[CLS] artery. because she was n't paying attention , she cut herself in her [MASK] . [SEP]"
open_class,low,finger,appendage,comedy,"[CLS] because she was n't paying attention , she cut herself in her [MASK] . [SEP]","[CLS] appendage. because she was n't paying attention , she cut herself in her [MASK] . [SEP]","[CLS] comedy. because she was n't paying attention , she cut herself in her [MASK] . [SEP]"
open_class,high,finger,hand,artery,[CLS] dan broke his [MASK] instead of killing the spider . [SEP],[CLS] hand. dan broke his [MASK] instead of killing the spider . [SEP],[CLS] artery. dan broke his [MASK] instead of killing the spider . [SEP]
open_class,high,finger,appendage,comedy,[CLS] dan broke his [MASK] instead of killing the spider . [SEP],[CLS] appendage. dan broke his [MASK] instead of killing the spider . [SEP],[CLS] comedy. dan broke his [MASK] instead of killing the spider . [SEP]
open_class,high,finish,accomplish,touch,[CLS] a runner in a race was sprinting towards the [MASK] line . [SEP],[CLS] accomplish. a runner in a race was sprinting towards the [MASK] line . [SEP],[CLS] touch. a runner in a race was sprinting towards the [MASK] line . [SEP]
open_class,high,finish,adjourn,god,[CLS] a runner in a race was sprinting towards the [MASK] line . [SEP],[CLS] adjourn. a runner in a race was sprinting towards the [MASK] line . [SEP],[CLS] god. a runner in a race was sprinting towards the [MASK] line . [SEP]
open_class,low,finish,accomplish,touch,[CLS] they were about to [MASK] up but wanted to catch a beach sunrise . [SEP],[CLS] accomplish. they were about to [MASK] up but wanted to catch a beach sunrise . [SEP],[CLS] touch. they were about to [MASK] up but wanted to catch a beach sunrise . [SEP]
open_class,low,finish,adjourn,god,[CLS] they were about to [MASK] up but wanted to catch a beach sunrise . [SEP],[CLS] adjourn. they were about to [MASK] up but wanted to catch a beach sunrise . [SEP],[CLS] god. they were about to [MASK] up but wanted to catch a beach sunrise . [SEP]
open_class,low,finished,accomplished,frosting,[CLS] stephanie showed her mom her [MASK] homework . [SEP],[CLS] accomplished. stephanie showed her mom her [MASK] homework . [SEP],[CLS] frosting. stephanie showed her mom her [MASK] homework . [SEP]
